Product: Custom Silver Necklace, Date: 2023-03-14, Sale Price: $71.22, Platform: Facebook, Likes: 85, Shares: 33, Comments: 28, Inquiries: 6,Sales: 3
Product: Custom Silver Necklace, Date: 2023-03-30, Sale Price: $33.41, Platform: Facebook, Likes: 110, Shares: 42, Comments: 44, Inquiries: 2,Sales: 1
Product: Custom Silver Necklace, Date: 2023-05-14, Sale Price: $99.36, Platform: Facebook, Likes: 496, Shares: 77, Comments: 47, Inquiries: 9,Sales: 4
Product: Artisan Glass Earrings, Date: 2023-03-11, Sale Price: $75.34, Platform: Twitter, Likes: 442, Shares: 21, Comments: 5, Inquiries: 9,Sales: 1
Product: Handmade Ceramic Vase, Date: 2023-03-01, Sale Price: $79.18, Platform: Facebook, Likes: 306, Shares: 29, Comments: 38, Inquiries: 0,Sales: 0
Product: Organic Cotton Scarf, Date: 2023-04-17, Sale Price: $21.56, Platform: Twitter, Likes: 299, Shares: 84, Comments: 10, Inquiries: 10,Sales: 2
Product: Personalized Leather Wallet, Date: 2023-03-18, Sale Price: $65.43, Platform: Facebook, Likes: 267, Shares: 41, Comments: 28, Inquiries: 6,Sales: 3
Product: Eco-Friendly Bamboo Clock, Date: 2023-05-29, Sale Price: $62.78, Platform: Instagram, Likes: 324, Shares: 63, Comments: 7, Inquiries: 3,Sales: 1
Product: Decorative Beaded Bracelet, Date: 2023-03-01, Sale Price: $38.22, Platform: Facebook, Likes: 55, Shares: 27, Comments: 40, Inquiries: 1,Sales: 0
Product: Custom Silver Necklace, Date: 2023-05-24, Sale Price: $44.46, Platform: Twitter, Likes: 285, Shares: 11, Comments: 11, Inquiries: 9,Sales: 1
Product: Custom Silver Necklace, Date: 2023-03-15, Sale Price: $63.02, Platform: Twitter, Likes: 208, Shares: 84, Comments: 35, Inquiries: 2,Sales: 0
Product: Handmade Ceramic Vase, Date: 2023-04-04, Sale Price: $42.71, Platform: Twitter, Likes: 445, Shares: 17, Comments: 9, Inquiries: 12,Sales: 2
Product: Decorative Beaded Bracelet, Date: 2023-03-30, Sale Price: $39.97, Platform: Instagram, Likes: 224, Shares: 39, Comments: 42, Inquiries: 12,Sales: 4
Product: Vintage Style Linen Dress, Date: 2023-05-19, Sale Price: $29.4, Platform: Facebook, Likes: 251, Shares: 95, Comments: 27, Inquiries: 2,Sales: 1
Product: Organic Cotton Scarf, Date: 2023-04-23, Sale Price: $40.61, Platform: Twitter, Likes: 478, Shares: 90, Comments: 23, Inquiries: 7,Sales: 1
Product: Organic Cotton Scarf, Date: 2023-03-30, Sale Price: $80.1, Platform: Instagram, Likes: 204, Shares: 65, Comments: 37, Inquiries: 12,Sales: 4
Product: Decorative Beaded Bracelet, Date: 2023-04-21, Sale Price: $20.74, Platform: Facebook, Likes: 60, Shares: 79, Comments: 23, Inquiries: 13,Sales: 6
Product: Artisan Glass Earrings, Date: 2023-03-16, Sale Price: $52.89, Platform: Instagram, Likes: 123, Shares: 54, Comments: 36, Inquiries: 11,Sales: 4
Product: Organic Cotton Scarf, Date: 2023-05-22, Sale Price: $53.45, Platform: Instagram, Likes: 178, Shares: 98, Comments: 46, Inquiries: 12,Sales: 4
Product: Handcrafted Wooden Bowl, Date: 2023-03-30, Sale Price: $25.09, Platform: Twitter, Likes: 266, Shares: 81, Comments: 24, Inquiries: 7,Sales: 1
Product: Handcrafted Wooden Bowl, Date: 2023-03-23, Sale Price: $74.66, Platform: Twitter, Likes: 205, Shares: 79, Comments: 47, Inquiries: 5,Sales: 1
Product: Decorative Beaded Bracelet, Date: 2023-05-20, Sale Price: $36.29, Platform: Facebook, Likes: 405, Shares: 74, Comments: 47, Inquiries: 13,Sales: 6
Product: Handmade Ceramic Vase, Date: 2023-04-02, Sale Price: $52.2, Platform: Twitter, Likes: 386, Shares: 96, Comments: 14, Inquiries: 20,Sales: 4
Product: Handmade Ceramic Vase, Date: 2023-03-23, Sale Price: $61.63, Platform: Facebook, Likes: 445, Shares: 99, Comments: 34, Inquiries: 17,Sales: 8
Product: Eco-Friendly Bamboo Clock, Date: 2023-04-30, Sale Price: $36.13, Platform: Facebook, Likes: 132, Shares: 56, Comments: 42, Inquiries: 14,Sales: 7
Product: Personalized Leather Wallet, Date: 2023-05-20, Sale Price: $44.86, Platform: Facebook, Likes: 410, Shares: 69, Comments: 25, Inquiries: 16,Sales: 8
Product: Custom Silver Necklace, Date: 2023-05-21, Sale Price: $36.7, Platform: Instagram, Likes: 340, Shares: 30, Comments: 48, Inquiries: 20,Sales: 8
Product: Handmade Ceramic Vase, Date: 2023-03-09, Sale Price: $30.07, Platform: Facebook, Likes: 170, Shares: 81, Comments: 12, Inquiries: 9,Sales: 4
Product: Handmade Ceramic Vase, Date: 2023-03-05, Sale Price: $39.13, Platform: Instagram, Likes: 456, Shares: 68, Comments: 47, Inquiries: 3,Sales: 1
Product: Handmade Ceramic Vase, Date: 2023-04-03, Sale Price: $57.27, Platform: Facebook, Likes: 273, Shares: 84, Comments: 28, Inquiries: 8,Sales: 4
Product: Natural Stone Coaster Set, Date: 2023-05-30, Sale Price: $55.89, Platform: Facebook, Likes: 297, Shares: 96, Comments: 23, Inquiries: 18,Sales: 9
Product: Custom Silver Necklace, Date: 2023-04-28, Sale Price: $60.03, Platform: Twitter, Likes: 357, Shares: 33, Comments: 26, Inquiries: 0,Sales: 0
Product: Artisan Glass Earrings, Date: 2023-04-21, Sale Price: $48.74, Platform: Twitter, Likes: 215, Shares: 63, Comments: 5, Inquiries: 3,Sales: 0
Product: Decorative Beaded Bracelet, Date: 2023-05-02, Sale Price: $26.63, Platform: Facebook, Likes: 401, Shares: 85, Comments: 49, Inquiries: 8,Sales: 4
Product: Handmade Ceramic Vase, Date: 2023-03-31, Sale Price: $46.75, Platform: Twitter, Likes: 450, Shares: 43, Comments: 6, Inquiries: 5,Sales: 1
Product: Eco-Friendly Bamboo Clock, Date: 2023-04-03, Sale Price: $94.7, Platform: Facebook, Likes: 452, Shares: 72, Comments: 36, Inquiries: 11,Sales: 5
Product: Handmade Ceramic Vase, Date: 2023-05-24, Sale Price: $21.56, Platform: Facebook, Likes: 236, Shares: 32, Comments: 28, Inquiries: 13,Sales: 6
Product: Organic Cotton Scarf, Date: 2023-05-10, Sale Price: $38.75, Platform: Instagram, Likes: 338, Shares: 90, Comments: 9, Inquiries: 13,Sales: 5
Product: Handcrafted Wooden Bowl, Date: 2023-03-05, Sale Price: $49.47, Platform: Twitter, Likes: 442, Shares: 77, Comments: 23, Inquiries: 6,Sales: 1
Product: Personalized Leather Wallet, Date: 2023-03-31, Sale Price: $58.23, Platform: Facebook, Likes: 79, Shares: 56, Comments: 33, Inquiries: 9,Sales: 4
Product: Handcrafted Wooden Bowl, Date: 2023-05-28, Sale Price: $81.56, Platform: Twitter, Likes: 214, Shares: 92, Comments: 33, Inquiries: 5,Sales: 1
Product: Natural Stone Coaster Set, Date: 2023-04-09, Sale Price: $36.43, Platform: Twitter, Likes: 268, Shares: 59, Comments: 22, Inquiries: 13,Sales: 2
Product: Organic Cotton Scarf, Date: 2023-04-20, Sale Price: $56.55, Platform: Twitter, Likes: 273, Shares: 93, Comments: 37, Inquiries: 14,Sales: 2
Product: Personalized Leather Wallet, Date: 2023-03-12, Sale Price: $72.25, Platform: Instagram, Likes: 216, Shares: 17, Comments: 15, Inquiries: 0,Sales: 0
Product: Vintage Style Linen Dress, Date: 2023-04-06, Sale Price: $32.32, Platform: Facebook, Likes: 313, Shares: 96, Comments: 49, Inquiries: 3,Sales: 1
Product: Artisan Glass Earrings, Date: 2023-05-02, Sale Price: $32.05, Platform: Facebook, Likes: 378, Shares: 52, Comments: 23, Inquiries: 4,Sales: 2
Product: Handcrafted Wooden Bowl, Date: 2023-04-28, Sale Price: $24.87, Platform: Twitter, Likes: 298, Shares: 43, Comments: 34, Inquiries: 16,Sales: 3
Product: Custom Silver Necklace, Date: 2023-04-11, Sale Price: $66.64, Platform: Facebook, Likes: 305, Shares: 89, Comments: 23, Inquiries: 14,Sales: 7
Product: Vintage Style Linen Dress, Date: 2023-03-11, Sale Price: $84.01, Platform: Instagram, Likes: 170, Shares: 62, Comments: 37, Inquiries: 15,Sales: 6
Product: Decorative Beaded Bracelet, Date: 2023-03-16, Sale Price: $59.74, Platform: Facebook, Likes: 365, Shares: 13, Comments: 5, Inquiries: 0,Sales: 0
Product: Organic Cotton Scarf, Date: 2023-04-26, Sale Price: $87.84, Platform: Instagram, Likes: 99, Shares: 88, Comments: 27, Inquiries: 14,Sales: 5
Product: Vintage Style Linen Dress, Date: 2023-05-30, Sale Price: $48.85, Platform: Twitter, Likes: 76, Shares: 98, Comments: 18, Inquiries: 8,Sales: 1
Product: Artisan Glass Earrings, Date: 2023-03-07, Sale Price: $20.31, Platform: Facebook, Likes: 473, Shares: 57, Comments: 23, Inquiries: 14,Sales: 7
Product: Eco-Friendly Bamboo Clock, Date: 2023-03-18, Sale Price: $99.57, Platform: Instagram, Likes: 420, Shares: 14, Comments: 34, Inquiries: 12,Sales: 4
Product: Organic Cotton Scarf, Date: 2023-03-04, Sale Price: $40.31, Platform: Facebook, Likes: 89, Shares: 55, Comments: 36, Inquiries: 2,Sales: 1
Product: Handcrafted Wooden Bowl, Date: 2023-05-10, Sale Price: $39.77, Platform: Instagram, Likes: 168, Shares: 26, Comments: 42, Inquiries: 4,Sales: 1
Product: Custom Silver Necklace, Date: 2023-04-23, Sale Price: $80.13, Platform: Twitter, Likes: 54, Shares: 97, Comments: 49, Inquiries: 11,Sales: 2
Product: Artisan Glass Earrings, Date: 2023-04-17, Sale Price: $99.71, Platform: Twitter, Likes: 382, Shares: 62, Comments: 28, Inquiries: 6,Sales: 1
Product: Custom Silver Necklace, Date: 2023-05-17, Sale Price: $79.01, Platform: Facebook, Likes: 151, Shares: 42, Comments: 11, Inquiries: 9,Sales: 4
Product: Handcrafted Wooden Bowl, Date: 2023-03-24, Sale Price: $41.42, Platform: Facebook, Likes: 112, Shares: 58, Comments: 8, Inquiries: 7,Sales: 3
Product: Vintage Style Linen Dress, Date: 2023-05-23, Sale Price: $94.78, Platform: Facebook, Likes: 397, Shares: 44, Comments: 17, Inquiries: 0,Sales: 0
Product: Organic Cotton Scarf, Date: 2023-05-13, Sale Price: $70.76, Platform: Facebook, Likes: 289, Shares: 90, Comments: 16, Inquiries: 9,Sales: 4
Product: Organic Cotton Scarf, Date: 2023-03-05, Sale Price: $69.78, Platform: Facebook, Likes: 97, Shares: 28, Comments: 30, Inquiries: 4,Sales: 2
Product: Artisan Glass Earrings, Date: 2023-04-28, Sale Price: $37.59, Platform: Facebook, Likes: 477, Shares: 31, Comments: 43, Inquiries: 8,Sales: 4
Product: Handcrafted Wooden Bowl, Date: 2023-03-18, Sale Price: $80.37, Platform: Facebook, Likes: 131, Shares: 74, Comments: 28, Inquiries: 2,Sales: 1
Product: Eco-Friendly Bamboo Clock, Date: 2023-04-17, Sale Price: $96.09, Platform: Twitter, Likes: 335, Shares: 82, Comments: 37, Inquiries: 13,Sales: 2
Product: Vintage Style Linen Dress, Date: 2023-05-11, Sale Price: $24.14, Platform: Facebook, Likes: 341, Shares: 54, Comments: 44, Inquiries: 0,Sales: 0
Product: Natural Stone Coaster Set, Date: 2023-04-20, Sale Price: $50.18, Platform: Instagram, Likes: 326, Shares: 35, Comments: 20, Inquiries: 16,Sales: 6
Product: Handmade Ceramic Vase, Date: 2023-04-21, Sale Price: $25.16, Platform: Instagram, Likes: 486, Shares: 76, Comments: 7, Inquiries: 8,Sales: 3
Product: Vintage Style Linen Dress, Date: 2023-05-14, Sale Price: $70.61, Platform: Instagram, Likes: 309, Shares: 23, Comments: 29, Inquiries: 19,Sales: 7
Product: Organic Cotton Scarf, Date: 2023-05-11, Sale Price: $99.64, Platform: Twitter, Likes: 124, Shares: 25, Comments: 7, Inquiries: 1,Sales: 0
Product: Natural Stone Coaster Set, Date: 2023-05-20, Sale Price: $79.0, Platform: Instagram, Likes: 259, Shares: 61, Comments: 31, Inquiries: 2,Sales: 0
Product: Organic Cotton Scarf, Date: 2023-05-28, Sale Price: $91.2, Platform: Twitter, Likes: 429, Shares: 35, Comments: 47, Inquiries: 0,Sales: 0
Product: Eco-Friendly Bamboo Clock, Date: 2023-04-19, Sale Price: $92.54, Platform: Instagram, Likes: 259, Shares: 71, Comments: 45, Inquiries: 15,Sales: 6
Product: Custom Silver Necklace, Date: 2023-04-12, Sale Price: $60.5, Platform: Twitter, Likes: 243, Shares: 63, Comments: 43, Inquiries: 14,Sales: 2
Product: Decorative Beaded Bracelet, Date: 2023-04-09, Sale Price: $76.9, Platform: Facebook, Likes: 356, Shares: 60, Comments: 22, Inquiries: 17,Sales: 8
Product: Custom Silver Necklace, Date: 2023-03-25, Sale Price: $23.27, Platform: Instagram, Likes: 269, Shares: 55, Comments: 21, Inquiries: 2,Sales: 0
Product: Organic Cotton Scarf, Date: 2023-03-15, Sale Price: $21.02, Platform: Instagram, Likes: 377, Shares: 22, Comments: 25, Inquiries: 0,Sales: 0
Product: Organic Cotton Scarf, Date: 2023-04-03, Sale Price: $41.12, Platform: Facebook, Likes: 330, Shares: 94, Comments: 48, Inquiries: 17,Sales: 8
Product: Natural Stone Coaster Set, Date: 2023-05-01, Sale Price: $73.36, Platform: Facebook, Likes: 405, Shares: 92, Comments: 21, Inquiries: 6,Sales: 3
Product: Handcrafted Wooden Bowl, Date: 2023-04-30, Sale Price: $44.43, Platform: Twitter, Likes: 175, Shares: 20, Comments: 38, Inquiries: 20,Sales: 4
Product: Handmade Ceramic Vase, Date: 2023-04-05, Sale Price: $22.86, Platform: Instagram, Likes: 162, Shares: 14, Comments: 32, Inquiries: 13,Sales: 5
Product: Handmade Ceramic Vase, Date: 2023-03-15, Sale Price: $36.73, Platform: Twitter, Likes: 54, Shares: 76, Comments: 35, Inquiries: 3,Sales: 0
Product: Vintage Style Linen Dress, Date: 2023-05-30, Sale Price: $95.17, Platform: Facebook, Likes: 350, Shares: 90, Comments: 13, Inquiries: 16,Sales: 8
Product: Artisan Glass Earrings, Date: 2023-03-16, Sale Price: $37.07, Platform: Twitter, Likes: 173, Shares: 25, Comments: 20, Inquiries: 1,Sales: 0
Product: Handcrafted Wooden Bowl, Date: 2023-03-28, Sale Price: $87.99, Platform: Twitter, Likes: 56, Shares: 88, Comments: 34, Inquiries: 14,Sales: 2
Product: Organic Cotton Scarf, Date: 2023-05-13, Sale Price: $28.8, Platform: Instagram, Likes: 59, Shares: 58, Comments: 14, Inquiries: 2,Sales: 0
Product: Decorative Beaded Bracelet, Date: 2023-05-28, Sale Price: $24.43, Platform: Facebook, Likes: 407, Shares: 27, Comments: 31, Inquiries: 18,Sales: 9
Product: Natural Stone Coaster Set, Date: 2023-03-29, Sale Price: $85.52, Platform: Facebook, Likes: 94, Shares: 67, Comments: 36, Inquiries: 12,Sales: 6
Product: Personalized Leather Wallet, Date: 2023-03-23, Sale Price: $24.87, Platform: Instagram, Likes: 457, Shares: 72, Comments: 46, Inquiries: 20,Sales: 8
Product: Artisan Glass Earrings, Date: 2023-03-14, Sale Price: $84.24, Platform: Twitter, Likes: 69, Shares: 24, Comments: 14, Inquiries: 10,Sales: 2
Product: Eco-Friendly Bamboo Clock, Date: 2023-05-23, Sale Price: $72.62, Platform: Facebook, Likes: 222, Shares: 80, Comments: 27, Inquiries: 18,Sales: 9
Product: Decorative Beaded Bracelet, Date: 2023-03-04, Sale Price: $68.0, Platform: Twitter, Likes: 235, Shares: 89, Comments: 28, Inquiries: 13,Sales: 2
Product: Artisan Glass Earrings, Date: 2023-03-09, Sale Price: $38.9, Platform: Instagram, Likes: 312, Shares: 62, Comments: 29, Inquiries: 14,Sales: 5
Product: Handmade Ceramic Vase, Date: 2023-05-07, Sale Price: $85.17, Platform: Instagram, Likes: 215, Shares: 22, Comments: 46, Inquiries: 11,Sales: 4
Product: Decorative Beaded Bracelet, Date: 2023-05-07, Sale Price: $89.99, Platform: Facebook, Likes: 364, Shares: 32, Comments: 9, Inquiries: 15,Sales: 7
Product: Vintage Style Linen Dress, Date: 2023-05-17, Sale Price: $48.82, Platform: Twitter, Likes: 437, Shares: 96, Comments: 26, Inquiries: 9,Sales: 1
Product: Organic Cotton Scarf, Date: 2023-03-10, Sale Price: $66.33, Platform: Instagram, Likes: 259, Shares: 52, Comments: 36, Inquiries: 4,Sales: 1
Product: Vintage Style Linen Dress, Date: 2023-05-10, Sale Price: $67.53, Platform: Facebook, Likes: 387, Shares: 90, Comments: 16, Inquiries: 20,Sales: 10
Product: Handcrafted Wooden Bowl, Date: 2023-03-04, Sale Price: $27.67, Platform: Facebook, Likes: 273, Shares: 71, Comments: 46, Inquiries: 16,Sales: 8
Product: Custom Silver Necklace, Date: 2023-04-19, Sale Price: $73.46, Platform: Facebook, Likes: 141, Shares: 94, Comments: 10, Inquiries: 17,Sales: 8
Product: Handmade Ceramic Vase, Date: 2023-05-26, Sale Price: $95.8, Platform: Instagram, Likes: 347, Shares: 37, Comments: 44, Inquiries: 7,Sales: 2
Product: Artisan Glass Earrings, Date: 2023-04-25, Sale Price: $38.86, Platform: Twitter, Likes: 416, Shares: 95, Comments: 15, Inquiries: 3,Sales: 0
Product: Eco-Friendly Bamboo Clock, Date: 2023-05-07, Sale Price: $87.32, Platform: Instagram, Likes: 469, Shares: 37, Comments: 25, Inquiries: 10,Sales: 4
Product: Eco-Friendly Bamboo Clock, Date: 2023-03-16, Sale Price: $89.84, Platform: Instagram, Likes: 409, Shares: 41, Comments: 48, Inquiries: 8,Sales: 3
Product: Vintage Style Linen Dress, Date: 2023-04-28, Sale Price: $92.14, Platform: Facebook, Likes: 65, Shares: 88, Comments: 13, Inquiries: 16,Sales: 8
Product: Custom Silver Necklace, Date: 2023-03-09, Sale Price: $90.32, Platform: Twitter, Likes: 291, Shares: 37, Comments: 44, Inquiries: 14,Sales: 2
Product: Handcrafted Wooden Bowl, Date: 2023-03-14, Sale Price: $92.96, Platform: Instagram, Likes: 197, Shares: 89, Comments: 17, Inquiries: 20,Sales: 8
Product: Personalized Leather Wallet, Date: 2023-03-11, Sale Price: $45.02, Platform: Instagram, Likes: 499, Shares: 34, Comments: 27, Inquiries: 6,Sales: 2
Product: Decorative Beaded Bracelet, Date: 2023-03-29, Sale Price: $71.98, Platform: Facebook, Likes: 417, Shares: 36, Comments: 50, Inquiries: 8,Sales: 4
Product: Eco-Friendly Bamboo Clock, Date: 2023-03-02, Sale Price: $91.6, Platform: Facebook, Likes: 367, Shares: 71, Comments: 8, Inquiries: 15,Sales: 7
Product: Handcrafted Wooden Bowl, Date: 2023-04-25, Sale Price: $95.22, Platform: Facebook, Likes: 373, Shares: 86, Comments: 46, Inquiries: 4,Sales: 2
Product: Eco-Friendly Bamboo Clock, Date: 2023-04-02, Sale Price: $34.57, Platform: Instagram, Likes: 385, Shares: 78, Comments: 6, Inquiries: 6,Sales: 2
Product: Natural Stone Coaster Set, Date: 2023-03-19, Sale Price: $70.12, Platform: Twitter, Likes: 416, Shares: 92, Comments: 24, Inquiries: 16,Sales: 3
Product: Handcrafted Wooden Bowl, Date: 2023-05-10, Sale Price: $26.32, Platform: Facebook, Likes: 240, Shares: 64, Comments: 41, Inquiries: 12,Sales: 6
Product: Decorative Beaded Bracelet, Date: 2023-05-06, Sale Price: $86.15, Platform: Facebook, Likes: 447, Shares: 76, Comments: 30, Inquiries: 18,Sales: 9
Product: Eco-Friendly Bamboo Clock, Date: 2023-03-21, Sale Price: $80.76, Platform: Instagram, Likes: 245, Shares: 75, Comments: 48, Inquiries: 18,Sales: 7
Product: Decorative Beaded Bracelet, Date: 2023-04-03, Sale Price: $43.82, Platform: Twitter, Likes: 214, Shares: 37, Comments: 34, Inquiries: 8,Sales: 1
Product: Custom Silver Necklace, Date: 2023-03-22, Sale Price: $30.91, Platform: Instagram, Likes: 95, Shares: 12, Comments: 41, Inquiries: 20,Sales: 8
Product: Eco-Friendly Bamboo Clock, Date: 2023-05-27, Sale Price: $91.7, Platform: Twitter, Likes: 408, Shares: 53, Comments: 34, Inquiries: 8,Sales: 1
Product: Natural Stone Coaster Set, Date: 2023-04-24, Sale Price: $34.97, Platform: Facebook, Likes: 450, Shares: 94, Comments: 14, Inquiries: 6,Sales: 3
Product: Natural Stone Coaster Set, Date: 2023-04-03, Sale Price: $22.6, Platform: Instagram, Likes: 449, Shares: 78, Comments: 46, Inquiries: 8,Sales: 3
Product: Vintage Style Linen Dress, Date: 2023-03-16, Sale Price: $79.2, Platform: Facebook, Likes: 250, Shares: 64, Comments: 27, Inquiries: 9,Sales: 4
Product: Artisan Glass Earrings, Date: 2023-05-26, Sale Price: $34.48, Platform: Instagram, Likes: 193, Shares: 97, Comments: 47, Inquiries: 9,Sales: 3
Product: Personalized Leather Wallet, Date: 2023-05-14, Sale Price: $63.05, Platform: Twitter, Likes: 171, Shares: 48, Comments: 5, Inquiries: 18,Sales: 3
Product: Decorative Beaded Bracelet, Date: 2023-05-06, Sale Price: $78.01, Platform: Twitter, Likes: 279, Shares: 33, Comments: 10, Inquiries: 7,Sales: 1
Product: Custom Silver Necklace, Date: 2023-04-03, Sale Price: $53.8, Platform: Instagram, Likes: 131, Shares: 15, Comments: 5, Inquiries: 10,Sales: 4
Product: Organic Cotton Scarf, Date: 2023-05-21, Sale Price: $37.47, Platform: Facebook, Likes: 61, Shares: 41, Comments: 24, Inquiries: 6,Sales: 3
Product: Decorative Beaded Bracelet, Date: 2023-04-09, Sale Price: $53.96, Platform: Facebook, Likes: 420, Shares: 31, Comments: 11, Inquiries: 17,Sales: 8
Product: Decorative Beaded Bracelet, Date: 2023-03-29, Sale Price: $80.62, Platform: Instagram, Likes: 382, Shares: 37, Comments: 23, Inquiries: 15,Sales: 6
Product: Eco-Friendly Bamboo Clock, Date: 2023-03-04, Sale Price: $51.75, Platform: Twitter, Likes: 363, Shares: 60, Comments: 12, Inquiries: 0,Sales: 0
Product: Natural Stone Coaster Set, Date: 2023-03-17, Sale Price: $93.1, Platform: Twitter, Likes: 68, Shares: 38, Comments: 21, Inquiries: 7,Sales: 1
